"id","rain_tomorrow"
18416,0.0524163196856113
32197,0.817538127055861
7167,0.0969218860441776
2036,0.171271529688418
34361,0.414088870750465
32940,0.819460108628966
22228,0.274361436600887
43609,0.26888575641845
24957,0.0678294102722736
33625,0.63813944136212
37737,0.12113128109518
2308,0.781652703634001
22824,0.631829246631361
9079,0.507649825970107
25133,0.0351347798310177
3605,0.281730267049752
22457,0.7564360645921
40502,0.058365109103355
31835,0.822305932393767
32079,0.0790038804585071
30009,0.126829500036869
11625,0.148205038667066
9911,0.0610969743752809
7904,0.0728665466481777
39372,0.0433096044758292
2057,0.0525196908668671
13529,0.0406291016438933
1768,0.0477134042480918
24665,0.684305682531096
26934,0.278909114092124
22866,0.215376573190434
40107,0.149138018229979
31781,0.108882295625839
43956,0.242964873597367
10650,0.0515708301375385
43014,0.465395532285743
36852,0.698972865691878
20755,0.296740467235787
48,0.0347597326213496
38599,0.134111269198048
46868,0.037122985773343
33595,0.0555989320451351
16559,0.0910613077754112
41258,0.038420675747651
16415,0.0347597326213496
34605,0.781570955863692
11282,0.622825279584624
12914,0.0347597326213496
19056,0.126209872501525
10448,0.0721098135286899
36609,0.0723228219026657
2180,0.0714634048813911
47531,0.192833075806839
15499,0.560962930074431
39808,0.037516402971554
4295,0.0347597326213496
37193,0.576807170859076
19455,0.0605335968607994
17806,0.187601635739548
42139,0.100282381015453
6291,0.110482278006706
7797,0.106074842351112
43696,0.328172171995384
21718,0.127009066479835
9203,0.193186412141068
9265,0.091085248342011
28520,0.247700149700386
47108,0.0533634989583822
5063,0.0480020537102552
19192,0.480395734062887
23238,0.339805434033615
23086,0.435501930920517
24633,0.0552420659983488
3813,0.0667480218285652
24040,0.203227701172573
35084,0.0724095913642974
42074,0.251132930204613
24971,0.217068279669029
49838,0.0430354752639266
15903,0.069597325014505
11187,0.0431903095046015
47066,0.516288488856055
48453,0.0347597326213496
42463,0.0728238622719379
1431,0.280791948125107
19333,0.193472357973797
14019,0.0413881402524145
22243,0.0347597326213496
22234,0.0768081012243362
44480,0.118644665685323
47525,0.674370631328322
47196,0.0434832011410924
30814,0.303905573340118
33139,0.0415516879470976
39930,0.0524624778950544
2263,0.261632273480637
49647,0.0429942679652901
24905,0.085943563568029
26191,0.117273295805203
657,0.0448159311959477
27921,0.187827544944915
40376,0.0347597326213496
42216,0.0562413397306534
17237,0.0696313182884784
26738,0.149575898930771
13581,0.210537339136345
17371,0.0347597326213496
3887,0.123176405864391
32204,0.0782402257496448
41815,0.0347597326213496
2746,0.149927190080626
45994,0.10691183312479
3821,0.181156071409924
16522,0.068957666593227
2085,0.0997407022318636
26798,0.0347597326213496
26792,0.0347597326213496
16911,0.197957994923336
16617,0.104893008905086
5813,0.25696929781173
3016,0.83538927113125
40808,0.0925944957012268
40020,0.725850805392958
38414,0.121515284019146
9588,0.661376390926666
4137,0.113060916500721
41670,0.0474190541604491
37733,0.0577946181470485
43978,0.248259780828464
30038,0.384474988104631
5327,0.0347597326213496
17781,0.266194770619614
29333,0.179374131100807
34064,0.722937687984206
41920,0.0577298334861131
610,0.637627228847243
20644,0.191184279899039
26014,0.170832263963852
17212,0.216533402487976
16478,0.1595629811004
34953,0.235937033722152
35151,0.104766945081386
29343,0.0347597326213496
14957,0.165785208038817
46741,0.0391966166967483
7336,0.21755793927644
8527,0.0530728182816835
23253,0.344173349141802
2692,0.15519586442445
12635,0.212594608351929
30366,0.774545326581694
4263,0.244847083971245
29700,0.0347597326213496
30429,0.74576638614247
43455,0.198913420126183
35285,0.21382892368768
33555,0.0824005330974193
35081,0.108865635631251
13363,0.0396203288869889
6261,0.0347597326213496
37010,0.0347597326213496
25702,0.736610069623686
13117,0.101423124509487
21805,0.0694336469346614
14446,0.174261974828872
14229,0.237201514380607
37405,0.13424223168436
43445,0.222318040714009
47079,0.0347597326213496
30317,0.0347597326213496
46580,0.061566109495792
9894,0.0596019818508955
2874,0.0832500594729515
18085,0.83538927113125
21627,0.0527036271119447
43068,0.069759661989841
364,0.0347597326213496
23933,0.58254009165262
11056,0.422235381416254
128,0.251307020470841
10832,0.282228390261872
7000,0.202547460734583
13741,0.182393009350044
11922,0.116987745004329
35508,0.0847222308689685
43437,0.0807626682395073
36448,0.0373905109768691
45143,0.079613356577787
49792,0.0947117793435188
23187,0.19596450282875
15188,0.0401514952132436
21181,0.373996211307447
8533,0.278680642221211
27786,0.0347597326213496
19744,0.0347597326213496
15606,0.120712461608085
17156,0.0377387224758001
7118,0.690025761476256
48855,0.176936591551049
29104,0.43405949195219
24794,0.0605889006579252
37908,0.0364441652378025
34962,0.0639300408834549
37300,0.140528264182243
29704,0.607622638097502
18245,0.741212233653761
35516,0.0396291829707058
21586,0.344137037679894
12856,0.20293892038241
25080,0.817566260448195
314,0.740761145702101
4349,0.268489311024887
23142,0.227241622791035
34320,0.300139309826371
12804,0.624710902324416
49193,0.643182947984434
9181,0.631564691415526
11602,0.0347597326213496
47996,0.335518986946321
11025,0.183007205412133
18491,0.291834801544211
12183,0.142440944184848
44343,0.214221070096237
45412,0.568481191745497
20063,0.15711081280056
7217,0.0772313091034027
14391,0.0347597326213496
44666,0.762808456769682
28658,0.31577978850148
