"id","price"
10449807,236.889331661495
1178389,129.010934803465
23838063,67.150130027498
14415799,124.477100974821
6555262,62.5481124011914
33782555,82.567955012673
6669443,81.3823513293785
36306938,55.6999929275162
12814195,78.2522152091345
10100799,157.703559951076
18213425,103.909253301021
22307800,106.044023538385
25350617,99.8806698401115
31760403,42.6233815542854
29672090,171.67464328747
8672280,213.721604680402
4165278,79.0892021847486
19889906,131.522900765935
1745430,120.401792557156
16212767,162.98036648481
32814524,51.8913612781989
4173751,113.151162370233
28340136,70.0736863324153
22535503,75.4501525243733
1635672,192.942999081484
16244096,39.4538161003248
36077537,119.440380330448
13377443,50.0751882379727
13186007,120.690653875452
44229,85.7178992300855
66741,172.824678991444
22275245,88.0105788485466
375249,48.0809162084841
10941762,269.586326108132
6957328,75.3471293177653
34774436,59.7852119407205
14452731,62.5969175159643
30246815,133.205357722306
25372531,67.9140179933888
22779542,330.664803920072
30439949,170.143649869179
29146109,57.6617463704573
6370889,52.0572316746277
1945115,84.5255249594777
13955165,168.046717845659
20659540,85.2808151571144
29880984,297.083849387037
4129212,61.0275558407709
15620823,163.492932096231
3764540,169.34145561832
16298489,59.1077028463057
21437509,68.8326633232571
845417,156.41829396393
34315546,107.866474589534
17842111,102.709571402819
2683387,119.959691636755
13710241,93.3428117159591
25281618,163.498736487966
1914630,63.4531354395548
33827823,77.9276950460612
27941636,60.5521907272415
13446580,139.474492025009
10899004,156.160589038345
5013556,127.591758454703
1781786,169.844981951956
21023888,57.6788677940258
23612962,180.002809667227
14551515,63.0685493791585
4624657,201.047374527056
8951763,126.448337483082
21009737,279.131905124091
18857875,105.679639737108
2111172,73.896901285375
33831129,163.233434269427
34320238,74.9616288095695
16381746,78.9075500663399
13126582,174.436364629049
2075471,70.8445773885524
19672894,61.1777225095739
27606109,60.9054047774975
3895455,56.6447877921671
9590866,66.825194571173
21967654,85.682262581579
30937740,285.203471105576
30187331,59.2927684082847
13435285,178.358116931731
23078073,207.790326990032
21274330,236.847704852385
11656367,191.108526652952
1614964,88.0709115731673
34152598,47.4681008258387
7610785,197.307576205012
15872277,99.2195922392353
26784754,56.1368493926538
29704596,58.836261823187
14366054,62.7660543587664
12093494,227.198819902074
35539920,53.7314003614178
20870201,105.887233623593
8423666,46.4513724206906
14706784,49.5461293398813
26988903,152.745895208001
19634067,79.4154686973974
17043468,95.847240713695
8930935,129.872144193753
22327622,72.4982937579995
29801113,62.0497888284916
29135797,192.47589502842
1283453,74.0298023192528
27112835,187.959428074798
26717562,237.940917969595
8014087,106.020801689159
12740226,83.2297322589912
24893756,109.484103901057
22336218,91.2085279144201
29518497,68.439913614775
12356709,168.515132429714
14071193,189.678706665435
27046708,265.638961260733
755703,58.6879645717275
2865117,140.225703481763
15114265,80.3102849207823
3143838,68.6605876429043
35337525,152.030356556405
6716066,147.651629401353
34517384,60.0146806708598
24304881,120.706902415295
7583507,60.8319760740018
7651474,128.086865503442
29152320,141.330296292622
9624177,188.057395288857
30161460,139.469267412479
36205494,84.5344566286972
13659997,141.469630352062
15301966,180.766263599576
35581315,60.3781254568445
12553612,82.680602332241
17380431,171.372152875601
14024257,102.592830169767
11776880,109.01737349888
1782079,58.7489601196057
11514862,73.6085701917206
25488542,50.8665442858847
32503099,56.1451324647496
29479579,91.6380417086708
18291916,130.570876160624
14139651,190.531371079965
6968737,156.415291476887
16706521,193.305578722146
29231876,183.759976795002
21879516,194.955544787788
35416674,290.537323607647
31413351,138.515895258571
26602421,198.26817056768
16443158,252.202776222725
28565170,57.2019066033473
18563383,102.674762631259
34388788,233.958130352938
22981126,64.7939081143988
30208046,76.5766795656078
35465579,64.9701776084442
140425,65.8999323608576
24305252,55.3926380655897
30388333,275.551204609724
3046941,142.392785412196
6705558,82.721392135498
28368404,95.3744954144371
24700123,68.3656180013146
24358122,54.1602432138341
12731689,219.18368033281
31142239,151.849860948444
728498,102.785657363097
19250742,126.223254288139
25805051,120.028117180924
10801474,56.6026104134297
21906858,149.939282185085
29081547,65.9535464604541
4424511,160.943863869947
35287395,36.2296232666376
31980644,62.3124969068929
25077481,61.5032838609604
22970376,68.4987777409249
26775656,63.2942848741126
13246042,58.4640809034754
29283100,109.410109179223
20135558,88.5259717599622
33580893,172.499324508174
15899421,120.027540075265
628227,195.404284144484
27027786,106.540180684844
6140695,162.102206959534
36420289,262.313961898093
11186765,58.9494130641904
35461960,61.5169951532549
19933967,183.98900352459
978615,64.8295260844289
3323189,247.87021453543
29964495,129.938934261395
18228187,55.9222904213361
10034493,52.5228283545685
9148875,144.916858173112
17809303,43.681821710306
9735503,110.394932440953
22088276,189.914159845081
13043314,60.3387734634291
6892731,165.564825952399
